time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,file_name,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm
12,14,274,585,1,2468.0,5728,119.81127793296088,rep2_FOV3,0,0
13,14,274,585,1,2479.0,5709,120.3478717813978,rep2_FOV3,2,3
14,14,274,585,1,2459.0,5744,122.2691504178273,rep2_FOV3,0,9
15,14,274,585,1,2453.0,5689,115.9488486552997,rep2_FOV3,1,4
16,14,274,585,1,2459.0,5748,114.61447459986084,rep2_FOV3,2,2
17,14,274,585,1,2477.0,5683,114.9111384831955,rep2_FOV3,0,9
18,14,274,585,1,2469.0,5761,128.96493664294394,rep2_FOV3,5,10
19,14,274,585,1,2469.0,5935,154.6972198820556,rep2_FOV3,1,2
20,14,274,585,1,2461.0,5979,163.1205887272119,rep2_FOV3,1,9
0,1,599,66,1,2472.0,5226,79.3691159586682,rep2_FOV2,2,5
1,1,599,66,1,2453.0,5086,76.44062131340935,rep2_FOV2,3,5
2,1,599,66,1,2468.0,5153,75.12245294003493,rep2_FOV2,2,3
3,1,599,66,1,2444.0,5255,77.7756422454805,rep2_FOV2,3,1
4,1,599,66,1,2451.0,5225,78.26985645933014,rep2_FOV2,0,0
5,1,599,66,1,2461.0,5246,78.3345406023637,rep2_FOV2,1,2
6,1,599,66,1,2450.0,5194,78.17154408933385,rep2_FOV2,2,6
7,1,599,66,1,2461.0,5216,76.64781441717791,rep2_FOV2,1,6
8,1,599,66,1,2448.0,5104,72.8326802507837,rep2_FOV2,1,6
9,1,599,66,0,0.0,0,0.0,rep2_FOV2,2,6
10,1,599,66,0,0.0,0,0.0,rep2_FOV2,4,5
11,1,599,66,0,0.0,0,0.0,rep2_FOV2,2,3
12,1,599,66,0,0.0,0,0.0,rep2_FOV2,3,8
13,1,599,66,0,0.0,0,0.0,rep2_FOV2,3,5
14,1,599,66,0,0.0,0,0.0,rep2_FOV2,1,2
15,1,599,66,0,0.0,0,0.0,rep2_FOV2,1,5
16,1,599,66,0,0.0,0,0.0,rep2_FOV2,2,1
17,1,599,66,0,0.0,0,0.0,rep2_FOV2,0,0
18,1,599,66,0,0.0,0,0.0,rep2_FOV2,2,4
19,1,599,66,0,0.0,0,0.0,rep2_FOV2,2,8
20,1,599,66,0,0.0,0,0.0,rep2_FOV2,3,8
0,2,237,104,1,2480.0,6270,156.58819776714515,rep2_FOV2,0,7
1,2,237,104,1,2457.0,6334,156.17113988001262,rep2_FOV2,2,5
2,2,237,104,1,2460.0,6214,137.53781783070485,rep2_FOV2,2,7
3,2,237,104,1,2457.0,5996,121.51734489659772,rep2_FOV2,1,2
4,2,237,104,1,2472.0,6064,119.00593667546174,rep2_FOV2,1,13
5,2,237,104,0,0.0,0,0.0,rep2_FOV2,5,5
6,2,237,104,0,0.0,0,0.0,rep2_FOV2,2,2
7,2,237,104,0,0.0,0,0.0,rep2_FOV2,1,6
8,2,237,104,0,0.0,0,0.0,rep2_FOV2,2,0
9,2,237,104,0,0.0,0,0.0,rep2_FOV2,0,0
10,2,237,104,0,0.0,0,0.0,rep2_FOV2,2,3
11,2,237,104,0,0.0,0,0.0,rep2_FOV2,0,4
12,2,237,104,0,0.0,0,0.0,rep2_FOV2,4,7
13,2,237,104,0,0.0,0,0.0,rep2_FOV2,1,10
14,2,237,104,0,0.0,0,0.0,rep2_FOV2,2,3
15,2,237,104,0,0.0,0,0.0,rep2_FOV2,2,2
16,2,237,104,0,0.0,0,0.0,rep2_FOV2,0,1
17,2,237,104,0,0.0,0,0.0,rep2_FOV2,1,9
18,2,237,104,0,0.0,0,0.0,rep2_FOV2,3,9
19,2,237,104,0,0.0,0,0.0,rep2_FOV2,3,2
20,2,237,104,0,0.0,0,0.0,rep2_FOV2,1,8
0,3,491,102,1,2539.0,11701,92.16314844885052,rep2_FOV2,2,0
1,3,491,102,1,2533.0,11581,87.35765477938001,rep2_FOV2,0,0
2,3,491,102,1,2537.0,11279,81.50101959393564,rep2_FOV2,1,2
3,3,491,102,1,2535.0,11129,81.4419085272711,rep2_FOV2,0,0
4,3,491,102,1,2536.0,11336,81.99056104446012,rep2_FOV2,1,5
5,3,491,102,1,2548.0,11212,81.73314306100606,rep2_FOV2,1,12
6,3,491,102,1,2532.0,11112,79.8510619150468,rep2_FOV2,3,4
7,3,491,102,1,2536.0,5163,83.47549874104203,rep2_FOV2,1,4
8,3,491,102,1,2541.0,4989,77.53898576869112,rep2_FOV2,2,0
9,3,491,102,1,2543.0,4968,76.35567632850241,rep2_FOV2,0,10
10,3,491,102,1,2549.0,4842,73.5152829409335,rep2_FOV2,2,4
11,3,491,102,1,2547.0,4758,72.72551492223623,rep2_FOV2,2,3
12,3,491,102,1,2538.0,4772,70.63327745180219,rep2_FOV2,0,6
13,3,491,102,1,2536.0,4953,75.48233393902686,rep2_FOV2,1,0
14,3,491,102,1,2542.0,5381,95.6576844452704,rep2_FOV2,0,0
15,3,491,102,1,2529.0,5699,120.67959291103702,rep2_FOV2,1,2
16,3,491,102,1,2550.0,5759,131.17850321236327,rep2_FOV2,0,0
17,3,491,102,1,2538.0,5713,125.1557850516366,rep2_FOV2,0,1
18,3,491,102,1,2541.0,5520,110.57463768115942,rep2_FOV2,0,5
19,3,491,102,0,0.0,5520,40.72373188405797,rep2_FOV2,0,7
20,3,491,102,0,0.0,5520,39.73894927536232,rep2_FOV2,1,9
0,4,387,112,1,2521.0,11701,92.16314844885052,rep2_FOV2,3,0
1,4,387,112,1,2526.0,11581,87.35765477938001,rep2_FOV2,0,10
2,4,387,112,1,2518.0,11279,81.50101959393564,rep2_FOV2,4,9
3,4,387,112,1,2514.0,11129,81.4419085272711,rep2_FOV2,5,0
4,4,387,112,1,2527.0,11336,81.99056104446012,rep2_FOV2,0,6
5,4,387,112,1,2516.0,11212,81.73314306100606,rep2_FOV2,1,0
6,4,387,112,1,2534.0,11112,79.8510619150468,rep2_FOV2,0,0
7,4,387,112,0,0.0,0,0.0,rep2_FOV2,1,2
8,4,387,112,0,0.0,0,0.0,rep2_FOV2,0,0
9,4,387,112,0,0.0,0,0.0,rep2_FOV2,0,0
10,4,387,112,0,0.0,0,0.0,rep2_FOV2,0,7
11,4,387,112,0,0.0,0,0.0,rep2_FOV2,1,9
12,4,387,112,0,0.0,0,0.0,rep2_FOV2,2,12
13,4,387,112,0,0.0,0,0.0,rep2_FOV2,3,0
14,4,387,112,0,0.0,0,0.0,rep2_FOV2,0,8
15,4,387,112,0,0.0,0,0.0,rep2_FOV2,2,6
16,4,387,112,0,0.0,0,0.0,rep2_FOV2,2,0
17,4,387,112,0,0.0,0,0.0,rep2_FOV2,0,4
18,4,387,112,0,0.0,0,0.0,rep2_FOV2,3,0
19,4,387,112,0,0.0,0,0.0,rep2_FOV2,0,0
20,4,387,112,0,0.0,0,0.0,rep2_FOV2,0,1
0,5,96,146,1,2559.0,6710,147.92563338301042,rep2_FOV2,0,0
1,5,96,146,1,2556.0,6515,128.1048349961627,rep2_FOV2,0,1
2,5,96,146,1,2550.0,6427,117.52932939162906,rep2_FOV2,0,5
3,5,96,146,1,2556.0,6452,122.73109113453192,rep2_FOV2,1,3
4,5,96,146,1,2555.0,6522,130.0078196872125,rep2_FOV2,1,10
5,5,96,146,1,2554.0,6587,140.28191893122818,rep2_FOV2,3,0
6,5,96,146,1,2549.0,6659,149.26009911398108,rep2_FOV2,0,0
7,5,96,146,1,2548.0,6633,144.18242122719735,rep2_FOV2,0,5
8,5,96,146,1,2553.0,6519,126.95704862709005,rep2_FOV2,2,0
9,5,96,146,0,0.0,0,0.0,rep2_FOV2,0,2
10,5,96,146,0,0.0,0,0.0,rep2_FOV2,1,0
11,5,96,146,0,0.0,0,0.0,rep2_FOV2,0,0
12,5,96,146,0,0.0,0,0.0,rep2_FOV2,0,0
13,5,96,146,0,0.0,0,0.0,rep2_FOV2,0,0
14,5,96,146,0,0.0,0,0.0,rep2_FOV2,0,1
15,5,96,146,0,0.0,0,0.0,rep2_FOV2,0,0
16,5,96,146,0,0.0,0,0.0,rep2_FOV2,0,7
17,5,96,146,0,0.0,0,0.0,rep2_FOV2,1,0
18,5,96,146,0,0.0,0,0.0,rep2_FOV2,0,1
19,5,96,146,0,0.0,0,0.0,rep2_FOV2,1,0
20,5,96,146,0,0.0,0,0.0,rep2_FOV2,0,0
0,6,227,268,1,2444.0,6171,119.2258953168044,rep2_FOV2,0,0
1,6,227,268,1,2466.0,6179,118.55413497329666,rep2_FOV2,0,3
2,6,227,268,1,2450.0,6135,114.05085574572126,rep2_FOV2,0,0
3,6,227,268,1,2439.0,5969,108.0224493214944,rep2_FOV2,0,0
4,6,227,268,1,2438.0,5887,98.88415152029896,rep2_FOV2,0,0
5,6,227,268,1,2460.0,5770,91.25944540727905,rep2_FOV2,0,0
6,6,227,268,1,2458.0,5903,98.70286295104184,rep2_FOV2,0,1
7,6,227,268,1,2459.0,6026,104.3622635247262,rep2_FOV2,0,0
8,6,227,268,1,2441.0,5990,104.33038397328882,rep2_FOV2,0,2
9,6,227,268,1,2454.0,5929,102.4508348794063,rep2_FOV2,0,0
10,6,227,268,1,2437.0,5931,97.18866970156805,rep2_FOV2,0,3
11,6,227,268,0,0.0,0,0.0,rep2_FOV2,3,0
12,6,227,268,0,0.0,0,0.0,rep2_FOV2,0,0
13,6,227,268,0,0.0,0,0.0,rep2_FOV2,0,0
14,6,227,268,0,0.0,0,0.0,rep2_FOV2,0,0
15,6,227,268,0,0.0,0,0.0,rep2_FOV2,0,0
16,6,227,268,0,0.0,0,0.0,rep2_FOV2,0,0
17,6,227,268,0,0.0,0,0.0,rep2_FOV2,0,0
18,6,227,268,0,0.0,0,0.0,rep2_FOV2,0,0
19,6,227,268,0,0.0,0,0.0,rep2_FOV2,0,1
20,6,227,268,0,0.0,0,0.0,rep2_FOV2,0,0
0,7,375,289,1,2475.0,6251,151.3434650455927,rep2_FOV2,0,0
1,7,375,289,1,2471.0,6260,153.37539936102235,rep2_FOV2,0,0
2,7,375,289,1,2469.0,6121,139.9197843489626,rep2_FOV2,0,1
3,7,375,289,1,2473.0,6016,127.02975398936172,rep2_FOV2,1,0
4,7,375,289,1,2458.0,5934,117.9875294910684,rep2_FOV2,0,0
5,7,375,289,1,2474.0,5745,103.21879895561358,rep2_FOV2,0,0
6,7,375,289,1,2481.0,5715,98.34155730533683,rep2_FOV2,0,1
7,7,375,289,1,2477.0,5787,107.20494211162952,rep2_FOV2,1,0
8,7,375,289,1,2462.0,5935,118.01752316764954,rep2_FOV2,0,0
9,7,375,289,0,0.0,0,0.0,rep2_FOV2,0,0
10,7,375,289,0,0.0,0,0.0,rep2_FOV2,0,0
11,7,375,289,0,0.0,0,0.0,rep2_FOV2,1,1
12,7,375,289,0,0.0,0,0.0,rep2_FOV2,0,0
13,7,375,289,0,0.0,0,0.0,rep2_FOV2,0,0
14,7,375,289,0,0.0,0,0.0,rep2_FOV2,0,0
15,7,375,289,0,0.0,0,0.0,rep2_FOV2,0,3
16,7,375,289,0,0.0,0,0.0,rep2_FOV2,2,0
17,7,375,289,0,0.0,0,0.0,rep2_FOV2,0,0
18,7,375,289,0,0.0,0,0.0,rep2_FOV2,0,0
19,7,375,289,0,0.0,0,0.0,rep2_FOV2,0,2
20,7,375,289,0,0.0,0,0.0,rep2_FOV2,2,0
0,8,583,298,1,2501.0,6190,80.40791599353797,rep2_FOV2,0,0
1,8,583,298,1,2518.0,6002,76.34338553815395,rep2_FOV2,0,0
2,8,583,298,1,2505.0,5818,70.89394981093159,rep2_FOV2,0,0
3,8,583,298,1,2497.0,5886,70.9524294937139,rep2_FOV2,0,4
4,8,583,298,1,2509.0,5788,69.56962681409813,rep2_FOV2,0,0
5,8,583,298,1,2484.0,5481,68.08520343003102,rep2_FOV2,0,0
6,8,583,298,1,2501.0,5673,69.03930900757976,rep2_FOV2,0,0
7,8,583,298,1,2517.0,5678,67.98397323001056,rep2_FOV2,0,4
8,8,583,298,1,2499.0,5500,66.85654545454545,rep2_FOV2,3,0
9,8,583,298,1,2511.0,5536,67.0570809248555,rep2_FOV2,0,0
10,8,583,298,1,2498.0,5636,67.05393896380411,rep2_FOV2,0,0
11,8,583,298,1,2493.0,5451,66.54063474591818,rep2_FOV2,0,0
12,8,583,298,1,2502.0,5424,66.74686578171091,rep2_FOV2,0,0
13,8,583,298,1,2510.0,6144,79.81722005208333,rep2_FOV2,0,0
14,8,583,298,1,2498.0,6296,95.037166454892,rep2_FOV2,0,0
15,8,583,298,1,2508.0,6492,101.7564695009242,rep2_FOV2,0,0
16,8,583,298,1,2492.0,6510,103.24854070660524,rep2_FOV2,1,5
17,8,583,298,0,0.0,0,0.0,rep2_FOV2,0,0
18,8,583,298,0,0.0,0,0.0,rep2_FOV2,0,0
19,8,583,298,0,0.0,0,0.0,rep2_FOV2,0,0
20,8,583,298,0,0.0,0,0.0,rep2_FOV2,0,3
0,9,140,386,1,2471.0,5733,93.43450200593058,rep2_FOV2,0,0
1,9,140,386,1,2463.0,5814,97.109563123495,rep2_FOV2,0,0
2,9,140,386,1,2458.0,5922,105.72998986828776,rep2_FOV2,0,0
3,9,140,386,1,2461.0,6127,129.86339154561776,rep2_FOV2,0,0
4,9,140,386,1,2448.0,6312,152.60171102661596,rep2_FOV2,0,0
5,9,140,386,1,2459.0,6290,157.35866454689983,rep2_FOV2,0,0
6,9,140,386,1,2459.0,6299,151.82949674551517,rep2_FOV2,0,0
7,9,140,386,1,2464.0,6300,155.58412698412698,rep2_FOV2,0,0
8,9,140,386,0,0.0,0,0.0,rep2_FOV2,1,4
9,9,140,386,0,0.0,0,0.0,rep2_FOV2,0,0
10,9,140,386,0,0.0,0,0.0,rep2_FOV2,0,0
11,9,140,386,0,0.0,0,0.0,rep2_FOV2,0,0
12,9,140,386,0,0.0,0,0.0,rep2_FOV2,0,3
13,9,140,386,0,0.0,0,0.0,rep2_FOV2,0,0
14,9,140,386,0,0.0,0,0.0,rep2_FOV2,0,0
15,9,140,386,0,0.0,0,0.0,rep2_FOV2,0,0
16,9,140,386,0,0.0,0,0.0,rep2_FOV2,0,0
17,9,140,386,0,0.0,0,0.0,rep2_FOV2,0,0
18,9,140,386,0,0.0,0,0.0,rep2_FOV2,0,0
19,9,140,386,0,0.0,0,0.0,rep2_FOV2,0,0
20,9,140,386,0,0.0,0,0.0,rep2_FOV2,0,0
0,10,287,503,1,2454.0,5540,80.9543321299639,rep2_FOV2,1,4
1,10,287,503,1,2450.0,5656,85.21570014144271,rep2_FOV2,0,0
2,10,287,503,1,2468.0,5763,92.06368211001217,rep2_FOV2,0,0
3,10,287,503,1,2455.0,5915,105.03584108199492,rep2_FOV2,0,0
4,10,287,503,1,2454.0,6019,110.22761256022596,rep2_FOV2,0,4
5,10,287,503,1,2455.0,6138,116.45584881068751,rep2_FOV2,2,0
6,10,287,503,1,2446.0,6076,121.93828176431865,rep2_FOV2,0,0
7,10,287,503,1,2472.0,6103,118.55415369490414,rep2_FOV2,0,0
8,10,287,503,1,2458.0,6115,118.4034341782502,rep2_FOV2,0,0
9,10,287,503,0,0.0,0,0.0,rep2_FOV2,0,0
10,10,287,503,0,0.0,0,0.0,rep2_FOV2,0,0
11,10,287,503,0,0.0,0,0.0,rep2_FOV2,0,0
12,10,287,503,0,0.0,0,0.0,rep2_FOV2,0,0
13,10,287,503,0,0.0,0,0.0,rep2_FOV2,0,4
14,10,287,503,0,0.0,0,0.0,rep2_FOV2,0,0
15,10,287,503,0,0.0,0,0.0,rep2_FOV2,0,0
16,10,287,503,0,0.0,0,0.0,rep2_FOV2,0,0
17,10,287,503,0,0.0,0,0.0,rep2_FOV2,0,0
18,10,287,503,0,0.0,0,0.0,rep2_FOV2,0,0
19,10,287,503,0,0.0,0,0.0,rep2_FOV2,0,0
20,10,287,503,0,0.0,0,0.0,rep2_FOV2,0,0
0,11,584,512,1,2448.0,6037,98.16266357462317,rep2_FOV2,0,0
1,11,584,512,1,2442.0,6032,99.71601458885942,rep2_FOV2,0,0
2,11,584,512,1,2430.0,5870,92.2633730834753,rep2_FOV2,0,0
3,11,584,512,1,2443.0,5720,84.42814685314686,rep2_FOV2,0,0
4,11,584,512,1,2423.0,5603,77.31947171158308,rep2_FOV2,0,0
5,11,584,512,1,2406.0,5512,76.4504716981132,rep2_FOV2,1,4
6,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
7,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
8,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
9,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
10,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
11,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
12,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
13,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
14,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
15,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
16,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
17,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
18,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
19,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
20,11,584,512,0,0.0,0,0.0,rep2_FOV2,0,0
0,12,427,516,1,2565.0,5551,72.01477211313276,rep2_FOV2,0,0
1,12,427,516,1,2549.0,5260,69.13726235741444,rep2_FOV2,0,0
2,12,427,516,1,2571.0,5310,67.77551789077212,rep2_FOV2,0,0
3,12,427,516,1,2553.0,5767,82.63187099011618,rep2_FOV2,0,0
4,12,427,516,1,2554.0,6054,97.90403039312852,rep2_FOV2,0,0
5,12,427,516,1,2559.0,6127,100.99004406724336,rep2_FOV2,0,0
6,12,427,516,1,2560.0,6229,109.71857441001768,rep2_FOV2,0,0
7,12,427,516,1,2549.0,6261,113.34052068359686,rep2_FOV2,0,0
8,12,427,516,1,2543.0,6228,110.43946692357098,rep2_FOV2,0,0
9,12,427,516,1,2542.0,6210,109.87423510466988,rep2_FOV2,0,0
10,12,427,516,1,2554.0,6131,103.20453433371392,rep2_FOV2,0,0
11,12,427,516,1,2550.0,5992,92.18441255006675,rep2_FOV2,0,0
12,12,427,516,1,2545.0,5814,83.97557619539043,rep2_FOV2,0,0
13,12,427,516,0,0.0,0,0.0,rep2_FOV2,0,0
14,12,427,516,0,0.0,0,0.0,rep2_FOV2,0,0
15,12,427,516,0,0.0,0,0.0,rep2_FOV2,0,0
16,12,427,516,0,0.0,0,0.0,rep2_FOV2,0,0
17,12,427,516,0,0.0,0,0.0,rep2_FOV2,0,0
18,12,427,516,0,0.0,0,0.0,rep2_FOV2,0,0
19,12,427,516,0,0.0,0,0.0,rep2_FOV2,0,0
20,12,427,516,0,0.0,0,0.0,rep2_FOV2,0,0
0,13,94,557,1,2251.0,6430,94.59269051321928,rep2_FOV2,0,3
1,13,94,557,1,2253.0,6257,86.37637845612913,rep2_FOV2,4,4
2,13,94,557,1,2286.0,6172,82.01604018146467,rep2_FOV2,5,6
3,13,94,557,1,2257.0,5959,76.2931699949656,rep2_FOV2,1,12
4,13,94,557,1,2251.0,5683,70.54319901460497,rep2_FOV2,3,5
5,13,94,557,1,2251.0,5670,68.50493827160494,rep2_FOV2,0,1
6,13,94,557,0,0.0,0,0.0,rep2_FOV2,2,6
7,13,94,557,0,0.0,0,0.0,rep2_FOV2,1,3
8,13,94,557,0,0.0,0,0.0,rep2_FOV2,4,7
9,13,94,557,0,0.0,0,0.0,rep2_FOV2,4,4
10,13,94,557,0,0.0,0,0.0,rep2_FOV2,2,11
11,13,94,557,0,0.0,0,0.0,rep2_FOV2,1,5
12,13,94,557,0,0.0,0,0.0,rep2_FOV2,0,1
13,13,94,557,0,0.0,0,0.0,rep2_FOV2,1,6
14,13,94,557,0,0.0,0,0.0,rep2_FOV2,3,8
15,13,94,557,0,0.0,0,0.0,rep2_FOV2,1,4
16,13,94,557,0,0.0,0,0.0,rep2_FOV2,2,4
17,13,94,557,0,0.0,0,0.0,rep2_FOV2,2,11
18,13,94,557,0,0.0,0,0.0,rep2_FOV2,0,1
19,13,94,557,0,0.0,0,0.0,rep2_FOV2,0,2
20,13,94,557,0,0.0,0,0.0,rep2_FOV2,1,6
0,1,304,64,1,2520.0,6039,110.53899652260309,rep2_FOV1,2,5
1,1,304,64,1,2524.0,5940,105.93888888888888,rep2_FOV1,3,7
2,1,304,64,1,2512.0,5969,106.2248282794438,rep2_FOV1,3,7
3,1,304,64,1,2525.0,6084,119.8155818540434,rep2_FOV1,1,7
4,1,304,64,1,2510.0,6259,142.4650902700112,rep2_FOV1,1,2
5,1,304,64,1,2511.0,6406,157.17639712769278,rep2_FOV1,1,3
6,1,304,64,1,2520.0,6317,154.19582080101313,rep2_FOV1,1,8
7,1,304,64,1,2526.0,6347,141.92768236962343,rep2_FOV1,1,8
8,1,304,64,1,2531.0,6142,128.88196027352654,rep2_FOV1,2,7
9,1,304,64,1,2514.0,6058,118.12941564872897,rep2_FOV1,2,7
10,1,304,64,0,0.0,0,0.0,rep2_FOV1,0,2
11,1,304,64,0,0.0,0,0.0,rep2_FOV1,1,4
12,1,304,64,0,0.0,0,0.0,rep2_FOV1,0,3
13,1,304,64,0,0.0,0,0.0,rep2_FOV1,3,9
14,1,304,64,0,0.0,0,0.0,rep2_FOV1,2,8
15,1,304,64,0,0.0,0,0.0,rep2_FOV1,2,8
16,1,304,64,0,0.0,0,0.0,rep2_FOV1,4,7
17,1,304,64,0,0.0,0,0.0,rep2_FOV1,0,3
18,1,304,64,0,0.0,0,0.0,rep2_FOV1,1,6
19,1,304,64,0,0.0,0,0.0,rep2_FOV1,0,2
20,1,304,64,0,0.0,0,0.0,rep2_FOV1,2,8
0,2,568,140,1,2189.0,4964,77.68170829975826,rep2_FOV1,0,4
1,2,568,140,1,2166.0,5134,85.0876509544215,rep2_FOV1,2,3
2,2,568,140,1,2172.0,5368,103.05402384500744,rep2_FOV1,1,3
3,2,568,140,1,2169.0,5537,116.45782914935886,rep2_FOV1,0,2
4,2,568,140,1,2148.0,5622,130.86161508360013,rep2_FOV1,1,4
5,2,568,140,1,2181.0,5708,142.54625087596355,rep2_FOV1,1,2
6,2,568,140,1,2177.0,5730,138.84205933682372,rep2_FOV1,1,8
7,2,568,140,1,2162.0,5693,137.53539434393113,rep2_FOV1,1,5
8,2,568,140,1,2174.0,5655,132.92484526967286,rep2_FOV1,0,6
9,2,568,140,1,2183.0,5632,128.5205965909091,rep2_FOV1,1,3
10,2,568,140,1,2163.0,5540,121.47075812274367,rep2_FOV1,0,2
11,2,568,140,1,2170.0,5468,109.64429407461594,rep2_FOV1,1,5
12,2,568,140,1,2157.0,5288,96.69345688350984,rep2_FOV1,3,5
13,2,568,140,1,2177.0,5142,84.48599766627771,rep2_FOV1,2,8
14,2,568,140,1,2141.0,4866,76.98253185367858,rep2_FOV1,0,2
15,2,568,140,0,0.0,0,0.0,rep2_FOV1,1,3
16,2,568,140,0,0.0,0,0.0,rep2_FOV1,3,7
17,2,568,140,0,0.0,0,0.0,rep2_FOV1,0,1
18,2,568,140,0,0.0,0,0.0,rep2_FOV1,1,1
19,2,568,140,0,0.0,0,0.0,rep2_FOV1,2,5
20,2,568,140,0,0.0,0,0.0,rep2_FOV1,0,9
0,3,52,198,1,2387.0,5165,68.0867376573088,rep2_FOV1,0,2
1,3,52,198,1,2431.0,5314,71.2177267595032,rep2_FOV1,0,2
2,3,52,198,1,2416.0,5343,72.50140370578326,rep2_FOV1,3,4
3,3,52,198,1,2415.0,5662,75.95390321441187,rep2_FOV1,0,4
4,3,52,198,1,2411.0,5623,80.82322603592388,rep2_FOV1,0,2
5,3,52,198,1,2418.0,5730,82.28900523560209,rep2_FOV1,1,4
6,3,52,198,1,2401.0,5896,86.83259837177748,rep2_FOV1,0,6
7,3,52,198,1,2404.0,5927,93.95748270625948,rep2_FOV1,0,0
8,3,52,198,1,2422.0,6261,109.47819837086728,rep2_FOV1,1,2
9,3,52,198,1,2397.0,6402,123.68197438300533,rep2_FOV1,0,0
10,3,52,198,0,0.0,0,0.0,rep2_FOV1,0,2
11,3,52,198,0,0.0,0,0.0,rep2_FOV1,0,2
12,3,52,198,0,0.0,0,0.0,rep2_FOV1,0,1
13,3,52,198,0,0.0,0,0.0,rep2_FOV1,0,6
14,3,52,198,0,0.0,0,0.0,rep2_FOV1,0,0
15,3,52,198,0,0.0,0,0.0,rep2_FOV1,0,2
16,3,52,198,0,0.0,0,0.0,rep2_FOV1,0,0
17,3,52,198,0,0.0,0,0.0,rep2_FOV1,2,7
18,3,52,198,0,0.0,0,0.0,rep2_FOV1,0,0
19,3,52,198,0,0.0,0,0.0,rep2_FOV1,1,3
20,3,52,198,0,0.0,0,0.0,rep2_FOV1,0,2
0,4,320,270,1,2357.0,6692,165.65257023311418,rep2_FOV1,0,0
1,4,320,270,1,2343.0,6569,159.88339168823262,rep2_FOV1,0,0
2,4,320,270,1,2343.0,6533,149.01239859176488,rep2_FOV1,0,0
3,4,320,270,1,2340.0,6503,139.94202675688143,rep2_FOV1,2,6
4,4,320,270,1,2336.0,6334,124.4534259551626,rep2_FOV1,0,0
5,4,320,270,1,2341.0,6229,111.41226521110931,rep2_FOV1,2,4
6,4,320,270,1,2342.0,6054,99.28675256029072,rep2_FOV1,1,2
7,4,320,270,1,2337.0,5932,89.8273769386379,rep2_FOV1,0,0
8,4,320,270,1,2336.0,5923,91.19922336653724,rep2_FOV1,0,0
9,4,320,270,1,2330.0,5995,91.33427856547122,rep2_FOV1,0,0
10,4,320,270,1,2335.0,5877,86.06414837502128,rep2_FOV1,2,6
11,4,320,270,1,2343.0,5928,93.06089743589745,rep2_FOV1,0,0
12,4,320,270,1,2343.0,6263,106.80775985949224,rep2_FOV1,1,4
13,4,320,270,1,2332.0,6290,115.38823529411764,rep2_FOV1,1,2
14,4,320,270,1,2346.0,6360,121.87877358490566,rep2_FOV1,0,0
15,4,320,270,0,0.0,0,0.0,rep2_FOV1,0,0
16,4,320,270,0,0.0,0,0.0,rep2_FOV1,0,0
17,4,320,270,0,0.0,0,0.0,rep2_FOV1,2,7
18,4,320,270,0,0.0,0,0.0,rep2_FOV1,2,2
19,4,320,270,0,0.0,0,0.0,rep2_FOV1,1,5
20,4,320,270,0,0.0,0,0.0,rep2_FOV1,1,4
0,5,503,459,1,2354.0,5919,105.59604662949825,rep2_FOV1,0,0
1,5,503,459,1,2354.0,5868,104.27948193592366,rep2_FOV1,0,0
2,5,503,459,1,2373.0,5793,99.7783531848783,rep2_FOV1,0,0
3,5,503,459,1,2356.0,5746,89.88739993038635,rep2_FOV1,0,0
4,5,503,459,1,2364.0,5472,82.17726608187135,rep2_FOV1,3,3
5,5,503,459,1,2367.0,5572,82.91367552045944,rep2_FOV1,1,5
6,5,503,459,1,2361.0,5589,85.61030595813205,rep2_FOV1,0,0
7,5,503,459,1,2324.0,5588,85.75035790980672,rep2_FOV1,0,0
8,5,503,459,1,2369.0,5584,84.47260028653295,rep2_FOV1,0,0
9,5,503,459,1,2338.0,5459,80.15845392929108,rep2_FOV1,0,0
10,5,503,459,1,2375.0,5302,77.79045643153528,rep2_FOV1,0,0
11,5,503,459,1,2362.0,5296,75.622167673716,rep2_FOV1,2,5
12,5,503,459,1,2340.0,5155,71.79165858389912,rep2_FOV1,0,4
13,5,503,459,1,2345.0,5073,68.43761088113543,rep2_FOV1,0,0
14,5,503,459,1,2350.0,4744,68.71732715008432,rep2_FOV1,0,0
15,5,503,459,1,2360.0,5200,70.1525,rep2_FOV1,0,0
16,5,503,459,1,2357.0,5400,78.35722222222222,rep2_FOV1,0,0
17,5,503,459,1,2382.0,5364,81.10812826249068,rep2_FOV1,0,0
